"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","d_conv","d_model","d_state","dropout","expand","grad_accum_steps","learning_rate","lm_dataset_dir","log_samples_every_n_epochs","max_grad_norm","n_layers","num_train_epochs","pad_token_id","run_name","seq_len","vocab_size","checkpoint","max_new_tokens","mode","model_config","num_params","num_prompts","temperature","tokenizer_dir","enable_ref_metrics","epoch","eval_loss","eval_ppl","eval_tokens","mean_distinct_2","mean_distinct_3","mean_len_tokens","mean_rep_2","mean_rep_3","num_generations","train_loss"
"eval_mamba_tinystories_8k_mamba_best_20251223_102052","finished","-","","","2025-12-23T09:20:54.000Z","581","","1","3","512","16","0.1","2","","","./lm_dataset/tinystories_8k","","","4","","","","256","8192","results/mamba_tinystories_8k/mamba_best.pt","64","evaluation","","14834688","","0.8","","","","0.0060055485391573155","1.0060236180000166","1862912","0.6220192795535261","0.8152246814218644","70.66666666666667","0.37798072044647385","0.18477531857813545","",""
"mamba_tinystories_8k_20251223_090809","finished","-","","","2025-12-23T08:08:11.000Z","4228","","64","3","512","16","0.1","2","1","0.0003","./lm_dataset/tinystories_8k","1","1","4","4","0","mamba_tinystories_8k_20251223_090809","256","8192","","","","","","","","","","4","0.006010313659269167","1.0060284118348135","","","","","","","","0.016103656913496946"
"generate_20251223_090400","finished","-","","","2025-12-23T08:04:02.000Z","14","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_8k/mamba_best.pt","128","","configs/mamba_tinystories_8k/model.yaml","","1","0.8","tokenizers/tinystories_8k","","","","","","","","","","","1",""
"eval_mamba_tinystories_8k_mamba_best_20251223_085400","finished","-","","","2025-12-23T07:54:03.000Z","580","","1","3","512","16","0.1","2","","","./lm_dataset/tinystories_8k","","","4","","","","256","8192","results/mamba_tinystories_8k/mamba_best.pt","64","evaluation","","14834688","","0.8","","","","0.001646569901953015","1.0016479262425084","1862912","0.5760400811770675","0.7897104851330203","73.33333333333333","0.42395991882293255","0.2102895148669797","",""
"mamba_tinystories_8k_20251222_222558","finished","-","","","2025-12-22T21:26:00.000Z","4293","","32","3","512","16","0.1","2","1","0.0003","./lm_dataset/tinystories_8k","1","1","4","4","0","mamba_tinystories_8k_20251222_222558","256","8192","","","","","","","","","","4","0.0016490568280763305","1.00165041727","","","","","","","","0.005302746114402748"
"generate_20251222_221501","finished","-","","","2025-12-22T21:15:03.000Z","14","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_8k/mamba_best.pt","128","","configs/mamba_tinystories_8k/model.yaml","","1","0.8","tokenizers/tinystories_8k","","","","","","","","","","","1",""
"eval_mamba_tinystories_8k_mamba_best_20251222_220123","finished","-","","","2025-12-22T21:01:25.000Z","581","","1","3","512","16","0.1","2","","","./lm_dataset/tinystories_8k","","","4","","","","256","8192","results/mamba_tinystories_8k/mamba_best.pt","64","evaluation","","14834688","","0.8","","","","0.0005012578113325223","1.0005013834620229","1862912","0.5806062912227296","0.7897104851330203","73.33333333333333","0.4193937087772704","0.2102895148669797","",""
"mamba_tinystories_8k_20251222_200316","finished","-","","","2025-12-22T19:03:17.000Z","5099","","16","3","512","16","0.1","2","1","0.0003","./lm_dataset/tinystories_8k","1","1","4","4","0","mamba_tinystories_8k_20251222_200316","256","8192","","","","","","","","","","4","0.0005013203085272235","1.0005014459905546","","","","","","","","0.0016769489091769845"
"generate_20251222_195856","finished","-","","","2025-12-22T18:58:58.000Z","14","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_8k/mamba_best.pt","128","","configs/mamba_tinystories_8k/model.yaml","","1","0.8","tokenizers/tinystories_8k","","","","","","","","","","","1",""
"eval_mamba_tinystories_8k_mamba_best_20251222_194531","finished","-","","","2025-12-22T18:45:33.000Z","579","","1","3","512","16","0.1","2","","","./lm_dataset/tinystories_8k","","","4","","","","256","8192","results/mamba_tinystories_8k/mamba_best.pt","64","evaluation","","14834688","","0.8","","","","0.00014043993341649196","1.0001404497955655","1862912","0.5667808219178082","0.7850156494522692","73.33333333333333","0.43321917808219174","0.21498435054773088","",""
"mamba_tinystories_8k_20251222_185017","finished","-","","","2025-12-22T17:50:19.000Z","2535","","8","3","512","16","0.1","2","1","0.0003","./lm_dataset/tinystories_8k","1","1","4","4","0","mamba_tinystories_8k_20251222_185017","256","8192","","","","","","","","","","4","0.00014046287083496842","1.000140472736206","","","","","","","","0.00048715609138905695"
"generate_20251222_184331","finished","-","","","2025-12-22T17:43:33.000Z","8","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_8k/mamba_best.pt","128","","configs/mamba_tinystories_8k/model.yaml","","1","0.8","tokenizers/tinystories_8k","","","","","","","","","","","1",""
"eval_mamba_tinystories_8k_mamba_best_20251222_183517","finished","-","","","2025-12-22T17:35:19.000Z","302","","1","3","256","16","0.1","2","","","./lm_dataset/tinystories_8k","","","4","","","","256","8192","results/mamba_tinystories_8k/mamba_best.pt","64","evaluation","","5844480","","0.8","","","","0.03790950905508608","1.0386372413604776","1862912","0.6429253588802339","0.8286852124354752","72","0.35707464111976606","0.17131478756452478","",""
"mamba_tinystories_8k_20251222_175554","finished","-","","","2025-12-22T16:55:56.000Z","1939","","64","3","256","16","0.1","2","1","0.0003","./lm_dataset/tinystories_8k","1","1","4","4","0","mamba_tinystories_8k_20251222_175554","256","8192","","","","","","","","","","4","0.037932041640344416","1.0386606448063402","","","","","","","","0.06847021885608372"
"generate_20251222_164620","finished","-","","","2025-12-22T15:46:22.000Z","9","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_8k/mamba_best.pt","128","","configs/mamba_tinystories_8k/model.yaml","","1","0.8","tokenizers/tinystories_8k","","","","","","","","","","","1",""
"eval_mamba_tinystories_8k_mamba_best_20251222_155027","finished","-","","","2025-12-22T14:50:29.000Z","299","","1","3","256","16","0.1","2","","","./lm_dataset/tinystories_8k","","","4","","","","256","8192","results/mamba_tinystories_8k/mamba_best.pt","64","evaluation","","5844480","","0.8","","","","0.012313342403810662","1.0123894637194717","1862912","0.6342555286954964","0.824120788856967","72","0.3657444713045035","0.17587921114303287","",""
"mamba_tinystories_8k_20251222_131325","finished","-","","","2025-12-22T12:13:29.000Z","2138","","32","3","256","16","0.1","2","1","0.0003","./lm_dataset/tinystories_8k","1","1","4","4","0","mamba_tinystories_8k_20251222_131325","256","8192","","","","","","","","","","4","0.012331666443251855","1.012408014953901","","","","","","","","0.026380014148328388"
"generate_20251222_130750","finished","-","","","2025-12-22T12:07:58.000Z","27","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_8k/mamba_best.pt","128","","configs/mamba_tinystories_8k/model.yaml","","1","0.8","tokenizers/tinystories_8k","","","","","","","","","","","1",""
"eval_mamba_tinystories_8k_mamba_best_20251222_125705","failed","-","","","2025-12-22T11:57:09.000Z","386","","1","3","256","16","0.1","2","","","./lm_dataset/tinystories_8k","","","4","","","","256","8192","results/mamba_tinystories_8k/mamba_best.pt","64","evaluation","","5844480","","0.8","","","","0.0035815576371416614","1.0035879790786617","1862912","0.5898655504819889","0.7944053208137715","73.33333333333333","0.4101344495180112","0.2055946791862285","",""
"mamba_tinystories_8k_20251222_121247","finished","-","","","2025-12-22T11:12:51.000Z","2582","","16","3","256","16","0.1","2","1","0.0003","./lm_dataset/tinystories_8k","1","1","4","4","0","mamba_tinystories_8k_20251222_121247","256","8192","","","","","","","","","","4","0.0035828757832840003","1.0035893019551565","","","","","","","","0.009600479371211194"
"generate_20251221_214510","finished","-","","","2025-12-21T20:45:12.000Z","9","","","","","","","","","","","","","","","","","","","results/mamba_tinystories_8k/mamba_best.pt","128","","configs/mamba_tinystories_8k/model.yaml","","1","0.8","tokenizers/tinystories_8k","","","","","","","","","","","1",""
